>>>>>>>>>>> CUDA available : True
Namespace(batch_size=32, context_max_length=256, dataset='/home/hyuns6100/[4]newCRS/data/redial/', device=device(type='cuda'), entity_max_length=50, global_norm_clip=5, kg_dataset='[4]newCRS/data/dbpedia/', kg_emb_dim=128, learning_rate=0.0001, max_grad_norm=None, num_bases=8, num_epochs=10, num_warmup_steps=None, num_workers=0, output_dataset_dir='/home/hyuns6100/[4]newCRS/data/redial/', output_dir='/home/hyuns6100/[4]newCRS/save/', save_name='ent_sent_rec_v3', seed=42, senti_tokenizer='roberta-base', text_encoder='roberta-base', text_tokenizer='roberta-base', weight_decay=0.01)
2023-12-11 11:44:07.648 | INFO     | __main__:<module>:280 - ***** Load Dataset *****
 70%|███████   | 269/384 [00:29<00:12,  9.21it/s]
 70%|███████   | 270/384 [00:29<00:12,  9.25it/s]
 71%|███████   | 271/384 [00:29<00:11,  9.42it/s]
 71%|███████   | 272/384 [00:29<00:11,  9.39it/s]
 71%|███████▏  | 274/384 [00:29<00:11,  9.82it/s]
 72%|███████▏  | 275/384 [00:29<00:11,  9.64it/s]
 72%|███████▏  | 276/384 [00:29<00:11,  9.41it/s]
 72%|███████▏  | 277/384 [00:29<00:11,  9.43it/s]
 72%|███████▏  | 278/384 [00:29<00:11,  9.24it/s]
 73%|███████▎  | 279/384 [00:30<00:11,  9.12it/s]
 73%|███████▎  | 280/384 [00:30<00:11,  9.14it/s]
 73%|███████▎  | 281/384 [00:30<00:11,  9.02it/s]
 73%|███████▎  | 282/384 [00:30<00:11,  8.97it/s]
 74%|███████▎  | 283/384 [00:30<00:11,  8.93it/s]
 74%|███████▍  | 284/384 [00:30<00:10,  9.12it/s]
 74%|███████▍  | 286/384 [00:30<00:10,  9.50it/s]
 75%|███████▍  | 287/384 [00:30<00:10,  9.32it/s]
 75%|███████▌  | 288/384 [00:31<00:10,  9.19it/s]
 75%|███████▌  | 289/384 [00:31<00:10,  9.21it/s]
 76%|███████▌  | 290/384 [00:31<00:10,  9.09it/s]
 76%|███████▌  | 291/384 [00:31<00:10,  9.14it/s]
 76%|███████▌  | 292/384 [00:31<00:10,  8.99it/s]
 76%|███████▋  | 293/384 [00:31<00:10,  8.94it/s]
 77%|███████▋  | 294/384 [00:31<00:10,  8.88it/s]
 77%|███████▋  | 296/384 [00:31<00:08,  9.79it/s]
 77%|███████▋  | 297/384 [00:32<00:09,  9.50it/s]
 78%|███████▊  | 298/384 [00:32<00:09,  9.50it/s]
 78%|███████▊  | 300/384 [00:32<00:08,  9.45it/s]
 78%|███████▊  | 301/384 [00:32<00:08,  9.28it/s]
 79%|███████▊  | 302/384 [00:32<00:08,  9.16it/s]
 79%|███████▉  | 303/384 [00:32<00:08,  9.20it/s]
 79%|███████▉  | 304/384 [00:32<00:08,  9.06it/s]
 79%|███████▉  | 305/384 [00:32<00:08,  9.09it/s]
 80%|███████▉  | 306/384 [00:33<00:08,  8.98it/s]
 80%|███████▉  | 307/384 [00:33<00:08,  8.92it/s]
 80%|████████  | 308/384 [00:33<00:08,  8.86it/s]
 80%|████████  | 309/384 [00:33<00:08,  8.85it/s]
 81%|████████  | 310/384 [00:33<00:08,  8.85it/s]
 81%|████████  | 311/384 [00:33<00:08,  8.98it/s]
 81%|████████▏ | 312/384 [00:33<00:08,  8.91it/s]
 82%|████████▏ | 313/384 [00:33<00:08,  8.85it/s]
 82%|████████▏ | 314/384 [00:33<00:07,  8.83it/s]
 82%|████████▏ | 315/384 [00:34<00:07,  8.83it/s]
 82%|████████▏ | 316/384 [00:34<00:07,  9.08it/s]
 83%|████████▎ | 317/384 [00:34<00:07,  9.15it/s]
 83%|████████▎ | 318/384 [00:34<00:07,  9.03it/s]
 83%|████████▎ | 319/384 [00:34<00:06,  9.30it/s]
 84%|████████▎ | 321/384 [00:34<00:06,  9.70it/s]
 84%|████████▍ | 322/384 [00:34<00:06,  9.47it/s]
 84%|████████▍ | 324/384 [00:34<00:06,  9.99it/s]
 85%|████████▍ | 326/384 [00:35<00:05, 10.07it/s]
 85%|████████▌ | 327/384 [00:35<00:05,  9.96it/s]
 85%|████████▌ | 328/384 [00:35<00:05,  9.66it/s]
 86%|████████▌ | 329/384 [00:35<00:05,  9.44it/s]
 86%|████████▌ | 330/384 [00:35<00:05,  9.47it/s]
 86%|████████▌ | 331/384 [00:35<00:05,  9.27it/s]
 86%|████████▋ | 332/384 [00:35<00:05,  9.45it/s]
 87%|████████▋ | 333/384 [00:35<00:05,  9.22it/s]
 87%|████████▋ | 334/384 [00:36<00:05,  9.10it/s]
 87%|████████▋ | 335/384 [00:36<00:05,  9.20it/s]
 88%|████████▊ | 336/384 [00:36<00:05,  9.07it/s]
 88%|████████▊ | 338/384 [00:36<00:04,  9.45it/s]
 89%|████████▊ | 340/384 [00:36<00:04,  9.54it/s]
 89%|████████▉ | 341/384 [00:36<00:04,  9.37it/s]
 89%|████████▉ | 342/384 [00:36<00:04,  9.22it/s]
 89%|████████▉ | 343/384 [00:37<00:04,  9.11it/s]
 90%|████████▉ | 345/384 [00:37<00:04,  9.52it/s]
 90%|█████████ | 346/384 [00:37<00:04,  9.34it/s]
 90%|█████████ | 347/384 [00:37<00:04,  9.21it/s]
 91%|█████████ | 348/384 [00:37<00:03,  9.09it/s]
 91%|█████████ | 349/384 [00:37<00:03,  9.03it/s]
 91%|█████████ | 350/384 [00:37<00:03,  8.97it/s]
 91%|█████████▏| 351/384 [00:37<00:03,  8.92it/s]
 92%|█████████▏| 352/384 [00:38<00:03,  8.90it/s]
 92%|█████████▏| 353/384 [00:38<00:03,  8.97it/s]
 92%|█████████▏| 354/384 [00:38<00:03,  8.90it/s]
 93%|█████████▎| 356/384 [00:38<00:02,  9.38it/s]
 93%|█████████▎| 357/384 [00:38<00:02,  9.22it/s]
 93%|█████████▎| 358/384 [00:38<00:02,  9.13it/s]
 93%|█████████▎| 359/384 [00:38<00:02,  9.06it/s]
 94%|█████████▍| 360/384 [00:38<00:02,  8.99it/s]
 94%|█████████▍| 362/384 [00:39<00:02,  9.33it/s]
 95%|█████████▍| 363/384 [00:39<00:02,  9.30it/s]
 95%|█████████▍| 364/384 [00:39<00:02,  9.16it/s]
 95%|█████████▌| 366/384 [00:39<00:01,  9.33it/s]
 96%|█████████▌| 367/384 [00:39<00:01,  9.35it/s]
 96%|█████████▌| 369/384 [00:39<00:01,  9.42it/s]
 96%|█████████▋| 370/384 [00:39<00:01,  9.28it/s]
 97%|█████████▋| 371/384 [00:40<00:01,  9.17it/s]
 97%|█████████▋| 372/384 [00:40<00:01,  9.27it/s]
 97%|█████████▋| 373/384 [00:40<00:01,  9.11it/s]
 97%|█████████▋| 374/384 [00:40<00:01,  9.04it/s]
 98%|█████████▊| 375/384 [00:40<00:01,  8.99it/s]
 98%|█████████▊| 376/384 [00:40<00:00,  8.95it/s]
 98%|█████████▊| 377/384 [00:40<00:00,  8.91it/s]
 98%|█████████▊| 378/384 [00:40<00:00,  8.89it/s]
 99%|█████████▊| 379/384 [00:40<00:00,  8.87it/s]
 99%|█████████▉| 380/384 [00:41<00:00,  8.86it/s]
 99%|█████████▉| 381/384 [00:41<00:00,  8.84it/s]
 99%|█████████▉| 382/384 [00:41<00:00,  9.07it/s]
100%|█████████▉| 383/384 [00:41<00:00,  8.98it/s]
100%|██████████| 384/384 [00:41<00:00,  9.25it/s]

  0%|          | 0/483 [00:00<?, ?it/s]
  0%|          | 1/483 [00:00<00:54,  8.79it/s]
  1%|          | 3/483 [00:00<00:47, 10.01it/s]
  1%|          | 4/483 [00:00<00:50,  9.57it/s]
  1%|          | 6/483 [00:00<00:49,  9.56it/s]
  1%|▏         | 7/483 [00:00<00:50,  9.36it/s]
  2%|▏         | 8/483 [00:00<00:51,  9.15it/s]
  2%|▏         | 9/483 [00:00<00:52,  9.06it/s]
  2%|▏         | 10/483 [00:01<00:52,  8.99it/s]
  2%|▏         | 11/483 [00:01<00:52,  8.93it/s]
  2%|▏         | 12/483 [00:01<00:52,  8.91it/s]
  3%|▎         | 13/483 [00:01<00:52,  8.88it/s]
  3%|▎         | 14/483 [00:01<00:53,  8.85it/s]
  3%|▎         | 15/483 [00:01<00:51,  9.04it/s]
  3%|▎         | 16/483 [00:01<00:52,  8.95it/s]
  4%|▎         | 17/483 [00:01<00:52,  8.90it/s]
  4%|▎         | 18/483 [00:01<00:51,  9.12it/s]
  4%|▍         | 19/483 [00:02<00:51,  9.00it/s]
  4%|▍         | 20/483 [00:02<00:51,  8.94it/s]
  5%|▍         | 22/483 [00:02<00:49,  9.23it/s]
  5%|▍         | 24/483 [00:02<00:46,  9.88it/s]
  5%|▌         | 25/483 [00:02<00:47,  9.69it/s]
  5%|▌         | 26/483 [00:02<00:47,  9.67it/s]
  6%|▌         | 27/483 [00:02<00:48,  9.43it/s]
  6%|▌         | 28/483 [00:03<00:49,  9.26it/s]
  6%|▌         | 29/483 [00:03<00:49,  9.13it/s]
  6%|▌         | 30/483 [00:03<00:50,  9.05it/s]
  6%|▋         | 31/483 [00:03<00:50,  8.99it/s]
  7%|▋         | 32/483 [00:03<00:50,  8.94it/s]
  7%|▋         | 33/483 [00:03<00:50,  8.91it/s]
  7%|▋         | 35/483 [00:03<00:46,  9.59it/s]
  7%|▋         | 36/483 [00:03<00:47,  9.37it/s]
  8%|▊         | 38/483 [00:04<00:46,  9.63it/s]
  8%|▊         | 39/483 [00:04<00:47,  9.42it/s]
  8%|▊         | 40/483 [00:04<00:47,  9.27it/s]
  8%|▊         | 41/483 [00:04<00:48,  9.15it/s]
  9%|▊         | 42/483 [00:04<00:48,  9.06it/s]
  9%|▉         | 44/483 [00:04<00:46,  9.40it/s]
  9%|▉         | 45/483 [00:04<00:46,  9.51it/s]
 10%|▉         | 46/483 [00:04<00:46,  9.30it/s]
 10%|▉         | 48/483 [00:05<00:46,  9.32it/s]
 10%|█         | 49/483 [00:05<00:47,  9.18it/s]
 10%|█         | 50/483 [00:05<00:46,  9.27it/s]
 11%|█         | 52/483 [00:05<00:45,  9.52it/s]
 11%|█         | 53/483 [00:05<00:46,  9.33it/s]
 11%|█         | 54/483 [00:05<00:46,  9.19it/s]
 12%|█▏        | 56/483 [00:06<00:44,  9.53it/s]
 12%|█▏        | 57/483 [00:06<00:44,  9.52it/s]
 12%|█▏        | 59/483 [00:06<00:41, 10.28it/s]
 13%|█▎        | 61/483 [00:06<00:39, 10.75it/s]
 13%|█▎        | 63/483 [00:06<00:40, 10.45it/s]
 13%|█▎        | 65/483 [00:06<00:40, 10.25it/s]
 14%|█▍        | 67/483 [00:07<00:37, 11.18it/s]
 14%|█▍        | 69/483 [00:07<00:36, 11.28it/s]
 15%|█▍        | 71/483 [00:07<00:36, 11.19it/s]
 15%|█▌        | 73/483 [00:07<00:36, 11.11it/s]
 16%|█▌        | 75/483 [00:07<00:39, 10.42it/s]
 16%|█▌        | 77/483 [00:07<00:38, 10.47it/s]
 16%|█▋        | 79/483 [00:08<00:38, 10.44it/s]
 17%|█▋        | 81/483 [00:08<00:40,  9.88it/s]
 17%|█▋        | 83/483 [00:08<00:38, 10.46it/s]
 18%|█▊        | 85/483 [00:08<00:39, 10.11it/s]
 18%|█▊        | 87/483 [00:08<00:39, 10.11it/s]
 18%|█▊        | 89/483 [00:09<00:36, 10.71it/s]
 19%|█▉        | 91/483 [00:09<00:37, 10.59it/s]
 19%|█▉        | 93/483 [00:09<00:38, 10.23it/s]
 20%|█▉        | 95/483 [00:09<00:36, 10.60it/s]
 20%|██        | 97/483 [00:09<00:36, 10.45it/s]
 20%|██        | 99/483 [00:10<00:34, 11.21it/s]
 21%|██        | 101/483 [00:10<00:33, 11.30it/s]
 21%|██▏       | 103/483 [00:10<00:35, 10.60it/s]
 22%|██▏       | 105/483 [00:10<00:37, 10.18it/s]
 22%|██▏       | 107/483 [00:10<00:38,  9.74it/s]
 22%|██▏       | 108/483 [00:11<00:39,  9.57it/s]
 23%|██▎       | 110/483 [00:11<00:35, 10.37it/s]
 23%|██▎       | 112/483 [00:11<00:34, 10.86it/s]
 24%|██▎       | 114/483 [00:11<00:33, 11.08it/s]
 24%|██▍       | 116/483 [00:11<00:35, 10.25it/s]
 24%|██▍       | 118/483 [00:11<00:35, 10.28it/s]
 25%|██▍       | 120/483 [00:12<00:34, 10.39it/s]
 25%|██▌       | 122/483 [00:12<00:35, 10.23it/s]
 26%|██▌       | 124/483 [00:12<00:33, 10.62it/s]
 26%|██▌       | 126/483 [00:12<00:31, 11.34it/s]
 27%|██▋       | 128/483 [00:12<00:32, 11.05it/s]
 27%|██▋       | 130/483 [00:13<00:32, 10.70it/s]
 27%|██▋       | 132/483 [00:13<00:30, 11.48it/s]
 28%|██▊       | 134/483 [00:13<00:31, 11.04it/s]
 28%|██▊       | 136/483 [00:13<00:32, 10.79it/s]
 29%|██▊       | 138/483 [00:13<00:31, 11.05it/s]
 29%|██▉       | 140/483 [00:13<00:32, 10.58it/s]
 29%|██▉       | 142/483 [00:14<00:32, 10.34it/s]
 30%|██▉       | 144/483 [00:14<00:33, 10.08it/s]
 30%|███       | 146/483 [00:14<00:32, 10.41it/s]
 31%|███       | 148/483 [00:14<00:30, 11.09it/s]
 31%|███       | 150/483 [00:14<00:31, 10.57it/s]
 31%|███▏      | 152/483 [00:15<00:33,  9.99it/s]
 32%|███▏      | 154/483 [00:15<00:34,  9.62it/s]
 32%|███▏      | 155/483 [00:15<00:34,  9.47it/s]
 32%|███▏      | 156/483 [00:15<00:35,  9.33it/s]
 33%|███▎      | 157/483 [00:15<00:35,  9.21it/s]
 33%|███▎      | 158/483 [00:15<00:35,  9.11it/s]
 33%|███▎      | 159/483 [00:15<00:35,  9.02it/s]
 33%|███▎      | 160/483 [00:16<00:35,  9.07it/s]
 34%|███▎      | 162/483 [00:16<00:34,  9.26it/s]
 34%|███▎      | 163/483 [00:16<00:34,  9.16it/s]
 34%|███▍      | 164/483 [00:16<00:35,  9.07it/s]
 34%|███▍      | 165/483 [00:16<00:35,  9.01it/s]
 35%|███▍      | 167/483 [00:16<00:32,  9.63it/s]
 35%|███▍      | 168/483 [00:16<00:33,  9.43it/s]
 35%|███▍      | 169/483 [00:16<00:33,  9.37it/s]
 35%|███▌      | 170/483 [00:17<00:34,  9.19it/s]
 35%|███▌      | 171/483 [00:17<00:34,  9.08it/s]
 36%|███▌      | 172/483 [00:17<00:34,  9.01it/s]
 36%|███▌      | 174/483 [00:17<00:31,  9.91it/s]
 36%|███▋      | 176/483 [00:17<00:31,  9.74it/s]
 37%|███▋      | 177/483 [00:17<00:32,  9.54it/s]
 37%|███▋      | 178/483 [00:17<00:31,  9.61it/s]
 37%|███▋      | 179/483 [00:18<00:32,  9.36it/s]
 37%|███▋      | 180/483 [00:18<00:32,  9.21it/s]
 37%|███▋      | 181/483 [00:18<00:33,  9.09it/s]
 38%|███▊      | 182/483 [00:18<00:32,  9.14it/s]
 38%|███▊      | 183/483 [00:18<00:33,  8.98it/s]
 38%|███▊      | 185/483 [00:18<00:30,  9.93it/s]
 39%|███▊      | 187/483 [00:18<00:30,  9.77it/s]
 39%|███▉      | 188/483 [00:18<00:30,  9.52it/s]
 39%|███▉      | 189/483 [00:19<00:31,  9.32it/s]
 39%|███▉      | 190/483 [00:19<00:31,  9.17it/s]
 40%|███▉      | 191/483 [00:19<00:32,  9.06it/s]
 40%|███▉      | 192/483 [00:19<00:32,  8.97it/s]
 40%|████      | 194/483 [00:19<00:29,  9.78it/s]
 40%|████      | 195/483 [00:19<00:30,  9.48it/s]
 41%|████      | 196/483 [00:19<00:30,  9.28it/s]
 41%|████      | 197/483 [00:19<00:30,  9.31it/s]
 41%|████      | 198/483 [00:20<00:31,  9.13it/s]
 41%|████      | 199/483 [00:20<00:31,  9.02it/s]
 41%|████▏     | 200/483 [00:20<00:31,  8.96it/s]
 42%|████▏     | 201/483 [00:20<00:31,  8.91it/s]
 42%|████▏     | 202/483 [00:20<00:31,  8.85it/s]
 42%|████▏     | 203/483 [00:20<00:31,  8.81it/s]
 42%|████▏     | 204/483 [00:20<00:31,  8.80it/s]
 42%|████▏     | 205/483 [00:20<00:31,  8.80it/s]
 43%|████▎     | 206/483 [00:20<00:31,  8.80it/s]
 43%|████▎     | 207/483 [00:21<00:31,  8.80it/s]
 43%|████▎     | 208/483 [00:21<00:31,  8.81it/s]
 43%|████▎     | 209/483 [00:21<00:31,  8.81it/s]
 43%|████▎     | 210/483 [00:21<00:31,  8.80it/s]
 44%|████▎     | 211/483 [00:21<00:30,  8.81it/s]
 44%|████▍     | 212/483 [00:21<00:30,  8.80it/s]
 44%|████▍     | 213/483 [00:21<00:30,  8.93it/s]
 44%|████▍     | 214/483 [00:21<00:29,  9.05it/s]
 45%|████▍     | 216/483 [00:22<00:27,  9.65it/s]
 45%|████▌     | 218/483 [00:22<00:26,  9.94it/s]
 46%|████▌     | 220/483 [00:22<00:25, 10.16it/s]
 46%|████▌     | 222/483 [00:22<00:27,  9.67it/s]
 46%|████▌     | 223/483 [00:22<00:27,  9.49it/s]
 46%|████▋     | 224/483 [00:22<00:27,  9.34it/s]
 47%|████▋     | 225/483 [00:23<00:28,  9.21it/s]
 47%|████▋     | 227/483 [00:23<00:27,  9.40it/s]
 47%|████▋     | 228/483 [00:23<00:27,  9.23it/s]
 47%|████▋     | 229/483 [00:23<00:27,  9.12it/s]
 48%|████▊     | 230/483 [00:23<00:27,  9.15it/s]
 48%|████▊     | 232/483 [00:23<00:25, 10.00it/s]
 48%|████▊     | 234/483 [00:23<00:25,  9.90it/s]
 49%|████▊     | 235/483 [00:24<00:25,  9.64it/s]
 49%|████▉     | 236/483 [00:24<00:25,  9.68it/s]
 49%|████▉     | 238/483 [00:24<00:21, 11.28it/s]
 50%|████▉     | 240/483 [00:24<00:22, 11.00it/s]
 50%|█████     | 242/483 [00:24<00:22, 10.82it/s]
 51%|█████     | 244/483 [00:24<00:21, 11.33it/s]
 51%|█████     | 246/483 [00:25<00:22, 10.70it/s]
 51%|█████▏    | 248/483 [00:25<00:22, 10.33it/s]
 52%|█████▏    | 250/483 [00:25<00:23,  9.80it/s]
 52%|█████▏    | 251/483 [00:25<00:24,  9.61it/s]
 52%|█████▏    | 252/483 [00:25<00:24,  9.45it/s]
 52%|█████▏    | 253/483 [00:25<00:24,  9.29it/s]
 53%|█████▎    | 254/483 [00:25<00:24,  9.17it/s]
 53%|█████▎    | 255/483 [00:26<00:25,  9.09it/s]
 53%|█████▎    | 257/483 [00:26<00:24,  9.27it/s]
 53%|█████▎    | 258/483 [00:26<00:24,  9.16it/s]
 54%|█████▎    | 259/483 [00:26<00:24,  9.20it/s]
 54%|█████▍    | 260/483 [00:26<00:24,  9.09it/s]
 54%|█████▍    | 261/483 [00:26<00:24,  8.98it/s]
 54%|█████▍    | 262/483 [00:26<00:24,  8.92it/s]
 54%|█████▍    | 263/483 [00:26<00:24,  8.89it/s]
 55%|█████▍    | 264/483 [00:27<00:23,  9.18it/s]
 55%|█████▌    | 266/483 [00:27<00:22,  9.53it/s]
 55%|█████▌    | 267/483 [00:27<00:22,  9.47it/s]
 55%|█████▌    | 268/483 [00:27<00:23,  9.29it/s]
 56%|█████▌    | 269/483 [00:27<00:22,  9.38it/s]
 56%|█████▌    | 270/483 [00:27<00:23,  9.20it/s]
 56%|█████▌    | 271/483 [00:27<00:23,  9.08it/s]
 56%|█████▋    | 272/483 [00:27<00:23,  9.00it/s]
 57%|█████▋    | 273/483 [00:28<00:23,  8.96it/s]
 57%|█████▋    | 274/483 [00:28<00:23,  8.92it/s]
 57%|█████▋    | 275/483 [00:28<00:23,  8.89it/s]
 57%|█████▋    | 277/483 [00:28<00:22,  9.19it/s]
 58%|█████▊    | 279/483 [00:28<00:21,  9.66it/s]
 58%|█████▊    | 280/483 [00:28<00:21,  9.45it/s]
 58%|█████▊    | 281/483 [00:28<00:21,  9.30it/s]
 58%|█████▊    | 282/483 [00:28<00:21,  9.18it/s]
 59%|█████▊    | 283/483 [00:29<00:22,  9.08it/s]
 59%|█████▉    | 285/483 [00:29<00:21,  9.40it/s]
 59%|█████▉    | 287/483 [00:29<00:19,  9.87it/s]
 60%|█████▉    | 289/483 [00:29<00:19,  9.96it/s]
 60%|██████    | 290/483 [00:29<00:19,  9.71it/s]
 60%|██████    | 291/483 [00:29<00:19,  9.69it/s]
 61%|██████    | 293/483 [00:30<00:19,  9.97it/s]
 61%|██████    | 294/483 [00:30<00:19,  9.68it/s]
 61%|██████    | 295/483 [00:30<00:19,  9.63it/s]
 61%|██████▏   | 296/483 [00:30<00:19,  9.40it/s]
 62%|██████▏   | 298/483 [00:30<00:19,  9.63it/s]
